"year","category","winners","nominees"
"1998","Music (Original Song)","My Heart Will Go On in ""Titanic"" Music by James Horner; Lyric by Will Jennings - Titanic","Go The Distance in ""Hercules"" Music by Alan Menken; Lyric by David Zippel - Hercules, How Do I Live in ""Con Air"" Music and Lyric by Diane Warren - Con Air, Journey To The Past in ""Anastasia"" Music by Stephen Flaherty; Lyric by Lynn Ahrens - Anastasia, Miss Misery in ""Good Will Hunting"" Music and Lyric by Elliott Smith - Good Will Hunting"
"1998","Best Picture","James Cameron and Jon Landau, Producers - Titanic","James L. Brooks, Bridget Johnson and Kristi Zea, Producers - As Good as It Gets, Uberto Pasolini, Producer - The Full Monty, Lawrence Bender, Producer - Good Will Hunting, Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers - L.A. Confidential"
"1998","Short Film (Animated)","Jan Pinkava - Geri's Game","Joanna Quinn - Famous Fred, Sylvain Chomet - La Vieille Dame et les Pigeons (The Old Lady and the Pigeons), Alexander Petrov - The Mermaid, Steve Moore, Dan O'Shannon - Redux Riding Hood"
"1998","Short Film (Live Action)","Chris Tashima, Chris Donahue - Visas and Virtue","Pearse Moore, Tim Loane - Dance Lexie Dance, Roger Goldby, Barney Reisz - It's Good to Talk, Birger Larsen, Thomas Lydholm - Sweethearts?, Kim Magnusson, Anders Thomas Jensen - Wolfgang"
"1998","Sound","Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano - Titanic","Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester - Air Force One, Kevin O'Connell, Greg P. Russell, Arthur Rochester - Con Air, Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan - Contact, Andy Nelson, Anna Behlmer, Kirk Francis - L.A. Confidential"
"1998","Sound Effects Editing","Tom Bellfort, Christopher Boyes - Titanic","Mark P. Stoeckinger, Per Hallberg - Face/Off, Mark Mangini - The Fifth Element"
"1998","Visual Effects","Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer - Titanic","Dennis Muren, Stan Winston, Randal M. Dutra, Michael Lantieri - The Lost World: Jurassic Park, Phil Tippett, Scott E. Anderson, Alec Gillis, John Richardson - Starship Troopers"
"1998","Writing (Screenplay Based on Material Previously Produced or Published)","Brian Helgeland, Curtis Hanson - L.A. Confidential","Paul Attanasio - Donnie Brasco, Atom Egoyan - The Sweet Hereafter, Hilary Henkin, David Mamet - Wag the Dog, Hossein Amini - The Wings of the Dove"
"1998","Writing (Screenplay Written Directly for the Screen)","Ben Affleck, Matt Damon - Good Will Hunting","Screenplay by Mark Andrus, James L. Brooks; Story by Mark Andrus - As Good as It Gets, Paul Thomas Anderson - Boogie Nights, Woody Allen - Deconstructing Harry, Simon Beaufoy - The Full Monty"
"1999","Actor in a Leading Role","Roberto Benigni - Life Is Beautiful","Tom Hanks - Saving Private Ryan, Ian McKellen - Gods and Monsters, Nick Nolte - Affliction, Edward Norton - American History X"
"1999","Actor in a Supporting Role","James Coburn - Affliction","Robert Duvall - A Civil Action, Ed Harris - The Truman Show, Geoffrey Rush - Shakespeare in Love, Billy Bob Thornton - A Simple Plan"
"1999","Actress in a Leading Role","Gwyneth Paltrow - Shakespeare in Love","Cate Blanchett - Elizabeth, Fernanda Montenegro - Central Station, Meryl Streep - One True Thing, Emily Watson - Hilary and Jackie"
"1999","Actress in a Supporting Role","Judi Dench - Shakespeare in Love","Kathy Bates - Primary Colors, Brenda Blethyn - Little Voice, Rachel Griffiths - Hilary and Jackie, Lynn Redgrave - Gods and Monsters"
"1999","Art Direction","Art Direction: Martin Childs; Set Decoration: Jill Quertier - Shakespeare in Love","Art Direction: John Myhre; Set Decoration: Peter Howitt - Elizabeth, Art Direction: Jeannine Oppewall; Set Decoration: Jay Hart - Pleasantville, Art Direction: Tom Sanders; Set Decoration: Lisa Dean Kavanaugh - Saving Private Ryan, Art Direction: Eugenio Zanetti; Set Decoration: Cindy Carr - What Dreams May Come"
"1999","Cinematography","Janusz Kaminski - Saving Private Ryan","Conrad L. Hall - A Civil Action, Remi Adefarasin - Elizabeth, Richard Greatrex - Shakespeare in Love, John Toll - The Thin Red Line"
"1999","Costume Design","Sandy Powell - Shakespeare in Love","Colleen Atwood - Beloved, Alexandra Byrne - Elizabeth, Judianna Makovsky - Pleasantville, Sandy Powell - Velvet Goldmine"
"1999","Directing","Steven Spielberg - Saving Private Ryan","Roberto Benigni - Life Is Beautiful, John Madden - Shakespeare in Love, Terrence Malick - The Thin Red Line, Peter Weir - The Truman Show"
"1999","Documentary (Feature)","James Moll, Ken Lipper - The Last Days","Matthew Diamond, Jerry Kupfer - Dancemaker, Jonathan Stack, Liz Garbus - The Farm: Angola, U.S.A., Robert B. Weide - Lenny Bruce: Swear to Tell the Truth, Barbara Sonneborn, Janet Cole - Regret to Inform"
"1999","Documentary (Short Subject)","Keiko Ibi - The Personals: Improvisations on Romance in the Golden Years","Charles Guggenheim - A Place in the Land, Shui-Bo Wang, Donald McWilliams - Sunrise over Tiananmen Square"
"1999","Film Editing","Michael Kahn - Saving Private Ryan","Simona Paggi - Life Is Beautiful, Anne V. Coates - Out of Sight, David Gamble - Shakespeare in Love, Billy Weber, Leslie Jones, Saar Klein - The Thin Red Line"
"1999","Foreign Language Film","Italy - Life Is Beautiful","Brazil - Central Station, Iran - Children of Heaven, Spain - The Grandfather, Argentina - Tango"
"1999","Irving G. Thalberg Memorial Award","Norman Jewison",""
"1999","Makeup","Jenny Shircore - Elizabeth","Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke - Saving Private Ryan, Lisa Westcott, Veronica Brebner - Shakespeare in Love"
"1999","Music (Original Dramatic Score)","Nicola Piovani - Life Is Beautiful","David Hirschfelder - Elizabeth, Randy Newman - Pleasantville, John Williams - Saving Private Ryan, Hans Zimmer - The Thin Red Line"
"1999","Music (Original Musical or Comedy Score)","Stephen Warbeck - Shakespeare in Love","Randy Newman - A Bug's Life, Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith - Mulan, Marc Shaiman - Patch Adams, Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer - The Prince of Egypt"
"1999","Music (Original Song)","When You Believe in ""The Prince of Egypt"" Music and Lyric by Stephen Schwartz - The Prince of Egypt","I Don't Want To Miss A Thing in ""Armageddon"" Music and Lyric by Diane Warren - Armageddon, The Prayer in ""Quest for Camelot"" Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa - Quest for Camelot, A Soft Place To Fall in ""The Horse Whisperer"" Music and Lyric by Allison Moorer and Gwil Owen - The Horse Whisperer, That'll Do in ""Babe: Pig in the City"" Music and Lyric by Randy Newman - Babe: Pig in the City"
"1999","Best Picture","David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers - Shakespeare in Love","Alison Owen, Eric Fellner and Tim Bevan, Producers - Elizabeth, Elda Ferri and Gianluigi Braschi, Producers - Life Is Beautiful, Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers - Saving Private Ryan, Robert Michael Geisler, John Roberdeau and Grant Hill, Producers - The Thin Red Line"
"1999","Short Film (Animated)","Chris Wedge - Bunny","Christopher Grace, Jonathan Myerson - The Canterbury Tales, Mark Baker - Jolly Roger, Mark Osborne, Steve Kalafer - More, Karsten Kiilerich, Stefan Fjeldmark - When Life Departs"
"1999","Short Film (Live Action)","Kim Magnusson, Anders Thomas Jensen - Election Night (Valgaften)","Will Speck, Josh Gordon - Culture, Alexander Jovy, JJ Keith - Holiday Romance, Vivian Goffette - La Carte Postale (The Postcard), Simon Sandquist, Joel Bergvall - Victor"
"1999","Sound","Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins - Saving Private Ryan","Kevin O'Connell, Greg P. Russell, Keith A. Wester - Armageddon, Kevin O'Connell, Greg P. Russell, Pud Cusack - The Mask of Zorro, Robin O'Donoghue, Dominic Lester, Peter Glossop - Shakespeare in Love, Andy Nelson, Anna Behlmer, Paul Brincat - The Thin Red Line"
"1999","Sound Effects Editing","Gary Rydstrom, Richard Hymns - Saving Private Ryan","George Watters II - Armageddon, David McMoyler - The Mask of Zorro"
"1999","Visual Effects","Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack - What Dreams May Come","Richard R. Hoover, Pat McClung, John Frazier - Armageddon, Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell - Mighty Joe Young"
"1999","Writing (Screenplay Based on Material Previously Produced or Published)","Bill Condon - Gods and Monsters","Scott Frank - Out of Sight, Elaine May - Primary Colors, Scott B. Smith - A Simple Plan, Terrence Malick - The Thin Red Line"
"1999","Writing (Screenplay Written Directly for the Screen)","Marc Norman, Tom Stoppard - Shakespeare in Love","Screenplay by Warren Beatty, Jeremy Pikser; Story by Warren Beatty - Bulworth, Vincenzo Cerami, Roberto Benigni - Life Is Beautiful, Robert Rodat - Saving Private Ryan, Andrew Niccol - The Truman Show"
"2000","Actor in a Leading Role","Kevin Spacey - American Beauty","Russell Crowe - The Insider, Richard Farnsworth - The Straight Story, Sean Penn - Sweet and Lowdown, Denzel Washington - The Hurricane"
"2000","Actor in a Supporting Role","Michael Caine - The Cider House Rules","Tom Cruise - Magnolia, Michael Clarke Duncan - The Green Mile, Jude Law - The Talented Mr. Ripley, Haley Joel Osment - The Sixth Sense"
"2000","Actress in a Leading Role","Hilary Swank - Boys Don't Cry","Annette Bening - American Beauty, Janet McTeer - Tumbleweeds, Julianne Moore - The End of the Affair, Meryl Streep - Music of the Heart"
"2000","Actress in a Supporting Role","Angelina Jolie - Girl, Interrupted","Toni Collette - The Sixth Sense, Catherine Keener - Being John Malkovich, Samantha Morton - Sweet and Lowdown, Chloë Sevigny - Boys Don't Cry"
"2000","Art Direction","Art Direction: Rick Heinrichs; Set Decoration: Peter Young - Sleepy Hollow","Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker - Anna and the King, Art Direction: David Gropman; Set Decoration: Beth Rubino - The Cider House Rules, Art Direction: Roy Walker; Set Decoration: Bruno Cesari - The Talented Mr. Ripley, Art Direction: Eve Stewart; Set Decoration: Eve Stewart, John Bush - Topsy-Turvy"
"2000","Cinematography","Conrad L. Hall - American Beauty","Roger Pratt - The End of the Affair, Dante Spinotti - The Insider, Emmanuel Lubezki - Sleepy Hollow, Robert Richardson - Snow Falling on Cedars"
"2000","Costume Design","Lindy Hemming - Topsy-Turvy","Jenny Beavan - Anna and the King, Colleen Atwood - Sleepy Hollow, Ann Roth, Gary Jones - The Talented Mr. Ripley, Milena Canonero - Titus"
"2000","Directing","Sam Mendes - American Beauty","Spike Jonze - Being John Malkovich, Lasse Hallström - The Cider House Rules, Michael Mann - The Insider, M. Night Shyamalan - The Sixth Sense"
"2000","Documentary (Feature)","Arthur Cohn, Kevin Macdonald - One Day in September","Wim Wenders, Ulrich Felsberg - Buena Vista Social Club, Roko Belic, Adrian Belic - Genghis Blues, Nanette Burstein, Brett Morgen - On the Ropes, Paola di Florio, Lilibet Foster - Speaking in Strings"
"2000","Documentary (Short Subject)","Susan Hannah Hadary, William A. Whiteford - King Gimp","Bert Van Bork - Eyewitness, Simeon Soffer, Jonathan Stack - The Wildest Show in the South: The Angola Prison Rodeo"
"2000","Film Editing","Zach Staenberg - The Matrix","Tariq Anwar, Christopher Greenbury - American Beauty, Lisa Zeno Churgin - The Cider House Rules, William Goldenberg, Paul Rubell, David Rosenbloom - The Insider, Andrew Mondshein - The Sixth Sense"
"2000","Foreign Language Film","Spain - All about My Mother","Nepal - Caravan, France - East-West, United Kingdom - Solomon and Gaenor, Sweden - Under the Sun"
"2000","Irving G. Thalberg Memorial Award","Warren Beatty",""
"2000","Makeup","Christine Blundell, Trefor Proud - Topsy-Turvy","""Austin Powers: The Spy Who Shagged Me"" Michèle Burke, Mike Smithson - Austin Powers: The Spy Who Shagged Me, Greg Cannom - Bicentennial Man, Rick Baker - Life"
"2000","Music (Original Score)","John Corigliano - The Red Violin","Thomas Newman - American Beauty, John Williams - Angela's Ashes, Rachel Portman - The Cider House Rules, Gabriel Yared - The Talented Mr. Ripley"
"2000","Music (Original Song)","You'll Be In My Heart in ""Tarzan"" Music and Lyric by Phil Collins - Tarzan","Blame Canada in ""South Park: Bigger, Longer & Uncut"" Music and Lyric by Trey Parker and Marc Shaiman - South Park: Bigger, Longer & Uncut, Music Of My Heart in ""Music of the Heart"" Music and Lyric by Diane Warren - Music of the Heart, Save Me in ""Magnolia"" Music and Lyric by Aimee Mann - Magnolia, When She Loved Me in ""Toy Story 2"" Music and Lyric by Randy Newman - Toy Story 2"
"2000","Best Picture","Bruce Cohen and Dan Jinks, Producers - American Beauty","Richard N. Gladstein, Producer - The Cider House Rules, David Valdes and Frank Darabont, Producers - The Green Mile, Michael Mann and Pieter Jan Brugge, Producers - The Insider, Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers - The Sixth Sense"
"2000","Short Film (Animated)","Alexander Petrov - The Old Man and the Sea","Peter Peake - Humdrum, Torill Kove - My Grandmother Ironed the King's Shirts, Paul Driessen - 3 Misses, Wendy Tilby, Amanda Forbis - When the Day Breaks"
"2000","Short Film (Live Action)","Barbara Schock, Tammy Tiehel - My Mother Dreams the Satan's Disciples in New York","Henrik Ruben Genz, Michael W. Horsten - Bror, Min Bror (Teis and Nico), Mehdi Norowzian, Steve Wax - Killing Joe, Marc-Andreas Bochert, Gabriele Lins - Kleingeld (Small Change), Marcus Olsson - Major and Minor Miracles"
"2000","Sound","John Reitz, Gregg Rudloff, David Campbell, David Lee - The Matrix","Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton - The Green Mile, Andy Nelson, Doug Hemphill, Lee Orloff - The Insider, Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro - The Mummy, Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley - Star Wars Episode I: The Phantom Menace"
"2000","Sound Effects Editing","Dane A. Davis - The Matrix","Ren Klyce, Richard Hymns - Fight Club, Ben Burtt, Tom Bellfort - Star Wars Episode I: The Phantom Menace"
"2000","Visual Effects","John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum - The Matrix","John Knoll, Dennis Muren, Scott Squires, Rob Coleman - Star Wars Episode I: The Phantom Menace, John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard - Stuart Little"
"2000","Writing (Screenplay Based on Material Previously Produced or Published)","John Irving - The Cider House Rules","Alexander Payne, Jim Taylor - Election, Frank Darabont - The Green Mile, Eric Roth, Michael Mann - The Insider, Anthony Minghella - The Talented Mr. Ripley"
"2000","Writing (Screenplay Written Directly for the Screen)","Alan Ball - American Beauty","Charlie Kaufman - Being John Malkovich, Paul Thomas Anderson - Magnolia, M. Night Shyamalan - The Sixth Sense, Mike Leigh - Topsy-Turvy"
"2001","Actor in a Leading Role","Russell Crowe - Gladiator","Javier Bardem - Before Night Falls, Tom Hanks - Cast Away, Ed Harris - Pollock, Geoffrey Rush - Quills"
"2001","Actor in a Supporting Role","Benicio Del Toro - Traffic","Jeff Bridges - The Contender, Willem Dafoe - Shadow of the Vampire, Albert Finney - Erin Brockovich, Joaquin Phoenix - Gladiator"
"2001","Actress in a Leading Role","Julia Roberts - Erin Brockovich","Joan Allen - The Contender, Juliette Binoche - Chocolat, Ellen Burstyn - Requiem for a Dream, Laura Linney - You Can Count on Me"
"2001","Actress in a Supporting Role","Marcia Gay Harden - Pollock","Judi Dench - Chocolat, Kate Hudson - Almost Famous, Frances McDormand - Almost Famous, Julie Walters - Billy Elliot"
"2001","Art Direction","Tim Yip - Crouching Tiger, Hidden Dragon","Art Direction: Michael Corenblith; Set Decoration: Merideth Boswell - Dr. Seuss' How the Grinch Stole Christmas, Art Direction: Arthur Max; Set Decoration: Crispian Sallis - Gladiator, Art Direction: Martin Childs; Set Decoration: Jill Quertier - Quills, Vatel - Vatel"
"2001","Cinematography","Peter Pau - Crouching Tiger, Hidden Dragon","John Mathieson - Gladiator, Lajos Koltai, Roger Deakins - O Brother, Where Art Thou?, Caleb Deschanel - The Patriot"
"2001","Costume Design","Janty Yates - Gladiator","Tim Yip - Crouching Tiger, Hidden Dragon, Rita Ryack - Dr. Seuss' How the Grinch Stole Christmas, Anthony Powell - 102 Dalmatians, Jacqueline West - Quills"
"2001","Directing","Steven Soderbergh - Traffic","Stephen Daldry - Billy Elliot, Ang Lee - Crouching Tiger, Hidden Dragon, Steven Soderbergh - Erin Brockovich, Ridley Scott - Gladiator"
"2001","Documentary (Feature)","Mark Jonathan Harris, Deborah Oppenheimer - Into the Arms of Strangers: Stories of the Kindertransport","Tod Lending - Legacy, Frances Reid, Deborah Hoffmann - Long Night's Journey into Day, Barak Goodman, Daniel Anker - Scottsboro: An American Tragedy, Josh Aronson, Roger Weisberg - Sound and Fury"
"2001","Documentary (Short Subject)","Tracy Seretean - Big Mama","Chuck Braverman, Steve Kalafer - Curtain Call, Greg MacGillivray, Alec Lorimore - Dolphins, Daniel Raim - The Man on Lincoln's Nose, Eric Simonson, Leelai Demoz - On Tiptoe: Gentle Steps to Freedom"
"2001","Film Editing","Stephen Mirrione - Traffic","Joe Hutshing, Saar Klein - Almost Famous, Tim Squyres - Crouching Tiger, Hidden Dragon, Pietro Scalia - Gladiator, Dede Allen - Wonder Boys"
"2001","Foreign Language Film","Taiwan - Crouching Tiger, Hidden Dragon","Mexico - Amores Perros, Czech Republic - Divided We Fall, Belgium - Everybody Famous!, France - The Taste of Others"
"2001","Irving G. Thalberg Memorial Award","Dino De Laurentiis",""
"2001","Makeup","Rick Baker, Gail Ryan - Dr. Seuss' How the Grinch Stole Christmas","""The Cell"" Michèle Burke, Edouard Henriques - The Cell, Ann Buchanan, Amber Sibley - Shadow of the Vampire"
"2001","Music (Original Score)","Tan Dun - Crouching Tiger, Hidden Dragon","Rachel Portman - Chocolat, Hans Zimmer - Gladiator, Ennio Morricone, John Williams - The Patriot"
"2001","Music (Original Song)","Things Have Changed in ""Wonder Boys"" Music and Lyric by Bob Dylan - Wonder Boys","A Fool In Love in ""Meet the Parents"" Music and Lyric by Randy Newman - Meet the Parents, I've Seen It All in ""Dancer in the Dark"" Music by Björk; Lyric by Lars von Trier and Sjon Sigurdsson - Dancer in the Dark, A Love Before Time in ""Crouching Tiger, Hidden Dragon"" Music by Jorge Calandrelli and Tan Dun; Lyric by James Schamus - Crouching Tiger, Hidden Dragon, My Funny Friend And Me in ""The Emperor's New Groove"" Music by Sting and David Hartley; Lyric by Sting - The Emperor's New Groove"
"2001","Best Picture","Douglas Wick, David Franzoni and Branko Lustig, Producers - Gladiator","David Brown, Kit Golden and Leslie Holleran, Producers - Chocolat, Bill Kong, Hsu Li Kong and Ang Lee, Producers - Crouching Tiger, Hidden Dragon, Danny DeVito, Michael Shamberg and Stacey Sher, Producers - Erin Brockovich, Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers - Traffic"
"2001","Short Film (Animated)","Michael Dudok de Wit - Father and Daughter","Steffen Schäffler, Annette Schäffler - The Periwig-Maker, Don Hertzfeldt - Rejected"
"2001","Short Film (Live Action)","Florian Gallenberger - Quiero Ser (I want to be...)","Peter Riegert, Ericka Frederick - By Courier, Joan Stein, Christina Lazaridi - One Day Crossing, Gail Lerner, Colin Campbell - Seraglio, Paulo Machline - A Soccer Story (Uma Historia de Futebol)"
"2001","Sound","Scott Millan, Bob Beemer, Ken Weston - Gladiator","Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan - Cast Away, Kevin O'Connell, Greg P. Russell, Lee Orloff - The Patriot, John Reitz, Gregg Rudloff, David Campbell, Keith A. Wester - The Perfect Storm, Steve Maslow, Gregg Landaker, Rick Kline, Ivan Sharrock - U-571"
"2001","Sound Editing","Jon Johnson - U-571","Alan Robert Murray, Bub Asman - Space Cowboys"
"2001","Visual Effects","John Nelson, Neil Corbould, Tim Burke, Rob Harvey - Gladiator","Scott E. Anderson, Craig Hayes, Scott Stokdyk, Stan Parks - Hollow Man, Stefen Fangmeier, Habib Zargarpour, John Frazier, Walt Conti - The Perfect Storm"
"2001","Writing (Screenplay Based on Material Previously Produced or Published)","Screenplay by Stephen Gaghan - Traffic","Screenplay by Robert Nelson Jacobs - Chocolat, Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung - Crouching Tiger, Hidden Dragon, Written by Ethan Coen & Joel Coen - O Brother, Where Art Thou?, Screenplay by Steve Kloves - Wonder Boys"
"2001","Writing (Screenplay Written Directly for the Screen)","Written by Cameron Crowe - Almost Famous","Written by Lee Hall - Billy Elliot, Written by Susannah Grant - Erin Brockovich, Screenplay by David Franzoni and John Logan and William Nicholson; Story by David Franzoni - Gladiator, Written by Kenneth Lonergan - You Can Count on Me"
"2002","Actor in a Leading Role","Denzel Washington - Training Day","Russell Crowe - A Beautiful Mind, Sean Penn - I Am Sam, Will Smith - Ali, Tom Wilkinson - In the Bedroom"
"2002","Actor in a Supporting Role","Jim Broadbent - Iris","Ethan Hawke - Training Day, Ben Kingsley - Sexy Beast, Ian McKellen - The Lord of the Rings: The Fellowship of the Ring, Jon Voight - Ali"
"2002","Actress in a Leading Role","Halle Berry - Monster's Ball","Judi Dench - Iris, Nicole Kidman - Moulin Rouge, Sissy Spacek - In the Bedroom, Renée Zellweger - Bridget Jones's Diary"
"2002","Actress in a Supporting Role","Jennifer Connelly - A Beautiful Mind","Helen Mirren - Gosford Park, Maggie Smith - Gosford Park, Marisa Tomei - In the Bedroom, Kate Winslet - Iris"
"2002","Animated Feature Film","Aron Warner - Shrek","Steve Oedekerk, John A. Davis - Jimmy Neutron: Boy Genius, Pete Docter, John Lasseter - Monsters, Inc."
"2002","Art Direction","Art Direction: Catherine Martin; Set Decoration: Brigitte Broch - Moulin Rouge","Art Direction: Aline Bonetto; Set Decoration: Marie-Laure Valla - Amélie, Art Direction: Stephen Altman; Set Decoration: Anna Pinnock - Gosford Park, Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan - Harry Potter and the Sorcerer's Stone, Art Direction: Grant Major; Set Decoration: Dan Hennah - The Lord of the Rings: The Fellowship of the Ring"
"2002","Cinematography","Andrew Lesnie - The Lord of the Rings: The Fellowship of the Ring","Bruno Delbonnel - Amélie, Slawomir Idziak - Black Hawk Down, Roger Deakins - The Man Who Wasn't There, Donald M. McAlpine - Moulin Rouge"
"2002","Costume Design","Catherine Martin, Angus Strathie - Moulin Rouge","Milena Canonero - The Affair of the Necklace, Jenny Beavan - Gosford Park, Judianna Makovsky - Harry Potter and the Sorcerer's Stone, Ngila Dickson, Richard Taylor - The Lord of the Rings: The Fellowship of the Ring"
"2002","Directing","Ron Howard - A Beautiful Mind","Ridley Scott - Black Hawk Down, Robert Altman - Gosford Park, Peter Jackson - The Lord of the Rings: The Fellowship of the Ring, David Lynch - Mulholland Drive"
"2002","Documentary (Feature)","Jean-Xavier de Lestrade, Denis Poncet - Murder on a Sunday Morning","Edet Belzberg - Children Underground, Susan Froemke, Deborah Dickson - LaLee's Kin: The Legacy of Cotton, Justine Shapiro, B.Z. Goldberg - Promises, Christian Frei - War Photographer"
"2002","Documentary (Short Subject)","Sarah Kernochan, Lynn Appelle - Thoth","Lianne Klapper McNally - Artists and Orphans: A True Drama, Freida Lee Mock, Jessica Sanders - Sing!"
"2002","Film Editing","Pietro Scalia - Black Hawk Down","Mike Hill, Dan Hanley - A Beautiful Mind, John Gilbert - The Lord of the Rings: The Fellowship of the Ring, Dody Dorn - Memento, Jill Bilcock - Moulin Rouge"
"2002","Foreign Language Film","Bosnia & Herzegovina - No Man's Land","France - Amélie, Norway - Elling, India - Lagaan, Argentina - Son of the Bride"
"2002","Jean Hersholt Humanitarian Award","Arthur Hiller",""
"2002","Makeup","Peter Owen, Richard Taylor - The Lord of the Rings: The Fellowship of the Ring","Greg Cannom, Colleen Callaghan - A Beautiful Mind, Maurizio Silvi, Aldo Signoretti - Moulin Rouge"
"2002","Music (Original Score)","Howard Shore - The Lord of the Rings: The Fellowship of the Ring","John Williams - A.I. Artificial Intelligence, James Horner - A Beautiful Mind, John Williams - Harry Potter and the Sorcerer's Stone, Randy Newman - Monsters, Inc."
"2002","Music (Original Song)","If I Didn't Have You in ""Monsters, Inc."" Music and Lyric by Randy Newman - Monsters, Inc.","May It Be in ""The Lord of the Rings: The Fellowship of the Ring"" Music and Lyric by Enya, Nicky Ryan and Roma Ryan - The Lord of the Rings: The Fellowship of the Ring, There You'll Be in ""Pearl Harbor"" Music and Lyric by Diane Warren - Pearl Harbor, Until in ""Kate & Leopold"" Music and Lyric by Sting - Kate & Leopold, Vanilla Sky in ""Vanilla Sky"" Music and Lyric by Paul McCartney - Vanilla Sky"
"2002","Best Picture","Brian Grazer and Ron Howard, Producers - A Beautiful Mind","Robert Altman, Bob Balaban and David Levy, Producers - Gosford Park, Graham Leader, Ross Katz and Todd Field, Producers - In the Bedroom, Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers - The Lord of the Rings: The Fellowship of the Ring, Martin Brown, Baz Luhrmann and Fred Baron, Producers - Moulin Rouge"
"2002","Short Film (Animated)","Ralph Eggleston - For the Birds","Ruairi Robinson, Seamus Byrne - Fifty Percent Grey, Cathal Gaffney, Darragh O'Connell - Give Up Yer Aul Sins, Cordell Barker - Strange Invaders, Joseph E. Merideth - Stubble Trouble"
"2002","Short Film (Live Action)","Ray McKinnon, Lisa Blount - the accountant","Virgil Widrich - Copy Shop, Johannes Kiefer - Gregor's Greatest Invention, Slawomir Fabicki, Bogumil Godfrejow - A Man Thing (Meska Sprawa), Kalman Apple, Shameela Bakhsh - Speed for Thespians"
"2002","Sound","Michael Minkler, Myron Nettinga, Chris Munro - Black Hawk Down","Vincent Arnardi, Guillaume Leriche, Jean Umansky - Amélie, Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek - The Lord of the Rings: The Fellowship of the Ring, Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics - Moulin Rouge, Kevin O'Connell, Greg P. Russell, Peter J. Devlin - Pearl Harbor"
"2002","Sound Editing","George Watters II, Christopher Boyes - Pearl Harbor","Gary Rydstrom, Michael Silvers - Monsters, Inc."
"2002","Visual Effects","Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson - The Lord of the Rings: The Fellowship of the Ring","Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri - A.I. Artificial Intelligence, Eric Brevig, John Frazier, Ed Hirsh, Ben Snow - Pearl Harbor"
"2002","Writing (Screenplay Based on Material Previously Produced or Published)","Written by Akiva Goldsman - A Beautiful Mind","Written by Daniel Clowes & Terry Zwigoff - Ghost World, Screenplay by Rob Festinger and Todd Field - In the Bedroom, Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson - The Lord of the Rings: The Fellowship of the Ring, Written by Ted Elliott, Terry Rossio, Joe Stillman & Roger S.H. Schulman - Shrek"
"2002","Writing (Screenplay Written Directly for the Screen)","Written by Julian Fellowes - Gosford Park","Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant - Amélie, Screenplay by Christopher Nolan; Story by Jonathan Nolan - Memento, Written by Milo Addica & Will Rokos - Monster's Ball, Written by Wes Anderson & Owen Wilson - The Royal Tenenbaums"
"2003","Actor in a Leading Role","Adrien Brody - The Pianist","Nicolas Cage - Adaptation, Michael Caine - The Quiet American, Daniel Day-Lewis - Gangs of New York, Jack Nicholson - About Schmidt"
"2003","Actor in a Supporting Role","Chris Cooper - Adaptation","Ed Harris - The Hours, Paul Newman - Road to Perdition, John C. Reilly - Chicago, Christopher Walken - Catch Me If You Can"
"2003","Actress in a Leading Role","Nicole Kidman - The Hours","Salma Hayek - Frida, Diane Lane - Unfaithful, Julianne Moore - Far from Heaven, Renée Zellweger - Chicago"
